day,total_suggestions_count,total_acceptances_count,total_lines_suggested,total_lines_accepted,total_active_users,total_chat_acceptances,total_chat_turns,total_active_chat_users,breakdown
2024-04-04,12821,3067,27008,5982,118,0,0,0,"[{""language"":""dockercompose"",""editor"":""vscode"",""suggestions_count"":3,""acceptances_count"":0,""lines_suggested"":3,""lines_accepted"":0,""active_users"":1},{""language"":""gemfile"",""editor"":""vscode"",""suggestions_count"":3,""acceptances_count"":0,""lines_suggested"":4,""lines_accepted"":0,""active_users"":1},{""language"":""git-commit"",""editor"":""vscode"",""suggestions_count"":80,""acceptances_count"":2,""lines_suggested"":95,""lines_accepted"":2,""active_users"":3},{""language"":""github-actions-workflow"",""editor"":""vscode"",""suggestions_count"":222,""acceptances_count"":52,""lines_suggested"":365,""lines_accepted"":105,""active_users"":10},{""language"":""html.erb"",""editor"":""vscode"",""suggestions_count"":29,""acceptances_count"":6,""lines_suggested"":38,""lines_accepted"":7,""active_users"":2},{""language"":""pip-requirements"",""editor"":""vscode"",""suggestions_count"":1,""acceptances_count"":0,""lines_suggested"":1,""lines_accepted"":0,""active_users"":1},{""language"":""postgres"",""editor"":""vscode"",""suggestions_count"":2,""acceptances_count"":0,""lines_suggested"":3,""lines_accepted"":0,""active_users"":1},{""language"":""puppet"",""editor"":""vscode"",""suggestions_count"":19,""acceptances_count"":4,""lines_suggested"":77,""lines_accepted"":21,""active_users"":2},{""language"":""ql"",""editor"":""vscode"",""suggestions_count"":73,""acceptances_count"":11,""lines_suggested"":172,""lines_accepted"":24,""active_users"":2},{""language"":""scminput"",""editor"":""vscode"",""suggestions_count"":3,""acceptances_count"":0,""lines_suggested"":3,""lines_accepted"":0,""active_users"":1},{""language"":""typescriptreact"",""editor"":""vscode"",""suggestions_count"":1009,""acceptances_count"":338,""lines_suggested"":1573,""lines_accepted"":510,""active_users"":8},{""language"":""shell"",""editor"":""vscode"",""suggestions_count"":158,""acceptances_count"":36,""lines_suggested"":231,""lines_accepted"":52,""active_users"":6},{""language"":""javascript"",""editor"":""vscode"",""suggestions_count"":834,""acceptances_count"":292,""lines_suggested"":1853,""lines_accepted"":836,""active_users"":26},{""language"":""ruby"",""editor"":""vscode"",""suggestions_count"":370,""acceptances_count"":88,""lines_suggested"":458,""lines_accepted"":93,""active_users"":10},{""language"":""python"",""editor"":""vscode"",""suggestions_count"":1034,""acceptances_count"":394,""lines_suggested"":1498,""lines_accepted"":609,""active_users"":17},{""language"":""php"",""editor"":""vscode"",""suggestions_count"":3,""acceptances_count"":0,""lines_suggested"":3,""lines_accepted"":0,""active_users"":1},{""language"":""java"",""editor"":""vscode"",""suggestions_count"":160,""acceptances_count"":81,""lines_suggested"":1433,""lines_accepted"":517,""active_users"":9},{""language"":""groovy"",""editor"":""vscode"",""suggestions_count"":24,""acceptances_count"":2,""lines_suggested"":33,""lines_accepted"":2,""active_users"":2},{""language"":""go"",""editor"":""vscode"",""suggestions_count"":389,""acceptances_count"":83,""lines_suggested"":714,""lines_accepted"":137,""active_users"":6},{""language"":""c#"",""editor"":""vscode"",""suggestions_count"":121,""acceptances_count"":34,""lines_suggested"":356,""lines_accepted"":94,""active_users"":5},{""language"":""rust"",""editor"":""vscode"",""suggestions_count"":99,""acceptances_count"":16,""lines_suggested"":404,""lines_accepted"":36,""active_users"":3},{""language"":""powershell"",""editor"":""vscode"",""suggestions_count"":162,""acceptances_count"":28,""lines_suggested"":212,""lines_accepted"":33,""active_users"":3},{""language"":""typescript"",""editor"":""vscode"",""suggestions_count"":2424,""acceptances_count"":613,""lines_suggested"":4391,""lines_accepted"":1119,""active_users"":17},{""language"":""css"",""editor"":""vscode"",""suggestions_count"":58,""acceptances_count"":6,""lines_suggested"":117,""lines_accepted"":14,""active_users"":4},{""language"":""cobol"",""editor"":""vscode"",""suggestions_count"":7,""acceptances_count"":3,""lines_suggested"":8,""lines_accepted"":3,""active_users"":2},{""language"":""markdown"",""editor"":""vscode"",""suggestions_count"":2432,""acceptances_count"":247,""lines_suggested"":3239,""lines_accepted"":313,""active_users"":19},{""language"":""tex"",""editor"":""vscode"",""suggestions_count"":9,""acceptances_count"":0,""lines_suggested"":10,""lines_accepted"":0,""active_users"":1},{""language"":""sql"",""editor"":""vscode"",""suggestions_count"":27,""acceptances_count"":7,""lines_suggested"":50,""lines_accepted"":24,""active_users"":4},{""language"":""html"",""editor"":""vscode"",""suggestions_count"":51,""acceptances_count"":13,""lines_suggested"":224,""lines_accepted"":53,""active_users"":6},{""language"":""hcl"",""editor"":""vscode"",""suggestions_count"":167,""acceptances_count"":39,""lines_suggested"":371,""lines_accepted"":68,""active_users"":5},{""language"":""vue"",""editor"":""vscode"",""suggestions_count"":90,""acceptances_count"":14,""lines_suggested"":241,""lines_accepted"":34,""active_users"":2},{""language"":""dockerfile"",""editor"":""vscode"",""suggestions_count"":38,""acceptances_count"":22,""lines_suggested"":46,""lines_accepted"":24,""active_users"":3},{""language"":""html+erb"",""editor"":""vscode"",""suggestions_count"":12,""acceptances_count"":0,""lines_suggested"":13,""lines_accepted"":0,""active_users"":1},{""language"":""json"",""editor"":""vscode"",""suggestions_count"":110,""acceptances_count"":39,""lines_suggested"":174,""lines_accepted"":46,""active_users"":4},{""language"":""scss"",""editor"":""vscode"",""suggestions_count"":53,""acceptances_count"":2,""lines_suggested"":119,""lines_accepted"":4,""active_users"":3},{""language"":""text"",""editor"":""vscode"",""suggestions_count"":134,""acceptances_count"":18,""lines_suggested"":353,""lines_accepted"":18,""active_users"":3},{""language"":""yaml"",""editor"":""vscode"",""suggestions_count"":314,""acceptances_count"":90,""lines_suggested"":552,""lines_accepted"":150,""active_users"":9},{""language"":""json with comments"",""editor"":""vscode"",""suggestions_count"":31,""acceptances_count"":0,""lines_suggested"":46,""lines_accepted"":0,""active_users"":1},{""language"":""ignore list"",""editor"":""vscode"",""suggestions_count"":10,""acceptances_count"":4,""lines_suggested"":10,""lines_accepted"":4,""active_users"":3},{""language"":""bicep"",""editor"":""vscode"",""suggestions_count"":14,""acceptances_count"":5,""lines_suggested"":18,""lines_accepted"":5,""active_users"":2},{""language"":""mdx"",""editor"":""vscode"",""suggestions_count"":65,""acceptances_count"":4,""lines_suggested"":84,""lines_accepted"":4,""active_users"":2},{""language"":""fsharp"",""editor"":""visual_studio"",""suggestions_count"":26,""acceptances_count"":11,""lines_suggested"":28,""lines_accepted"":11,""active_users"":2},{""language"":""vs-markdown"",""editor"":""visual_studio"",""suggestions_count"":57,""acceptances_count"":17,""lines_suggested"":57,""lines_accepted"":17,""active_users"":2},{""language"":""c#"",""editor"":""visual_studio"",""suggestions_count"":29,""acceptances_count"":12,""lines_suggested"":55,""lines_accepted"":34,""active_users"":5},{""language"":""sql"",""editor"":""visual_studio"",""suggestions_count"":7,""acceptances_count"":5,""lines_suggested"":8,""lines_accepted"":5,""active_users"":2},{""language"":""msbuild"",""editor"":""jetbrains"",""suggestions_count"":1,""acceptances_count"":0,""lines_suggested"":3,""lines_accepted"":0,""active_users"":1},{""language"":""properties"",""editor"":""jetbrains"",""suggestions_count"":6,""acceptances_count"":0,""lines_suggested"":16,""lines_accepted"":0,""active_users"":1},{""language"":""typescriptreact"",""editor"":""jetbrains"",""suggestions_count"":361,""acceptances_count"":74,""lines_suggested"":550,""lines_accepted"":84,""active_users"":3},{""language"":""javascript"",""editor"":""jetbrains"",""suggestions_count"":12,""acceptances_count"":4,""lines_suggested"":22,""lines_accepted"":4,""active_users"":2},{""language"":""java"",""editor"":""jetbrains"",""suggestions_count"":13,""acceptances_count"":2,""lines_suggested"":33,""lines_accepted"":7,""active_users"":2},{""language"":""go"",""editor"":""jetbrains"",""suggestions_count"":142,""acceptances_count"":61,""lines_suggested"":177,""lines_accepted"":73,""active_users"":2},{""language"":""c#"",""editor"":""jetbrains"",""suggestions_count"":27,""acceptances_count"":12,""lines_suggested"":92,""lines_accepted"":72,""active_users"":3},{""language"":""typescript"",""editor"":""jetbrains"",""suggestions_count"":26,""acceptances_count"":4,""lines_suggested"":27,""lines_accepted"":4,""active_users"":2},{""language"":""sql"",""editor"":""jetbrains"",""suggestions_count"":4,""acceptances_count"":3,""lines_suggested"":7,""lines_accepted"":3,""active_users"":2},{""language"":""text"",""editor"":""jetbrains"",""suggestions_count"":2,""acceptances_count"":0,""lines_suggested"":3,""lines_accepted"":0,""active_users"":1},{""language"":""conf"",""editor"":""vim"",""suggestions_count"":3,""acceptances_count"":0,""lines_suggested"":10,""lines_accepted"":0,""active_users"":1},{""language"":""rust"",""editor"":""neovim"",""suggestions_count"":1208,""acceptances_count"":260,""lines_suggested"":6096,""lines_accepted"":687,""active_users"":2},{""language"":""toml"",""editor"":""neovim"",""suggestions_count"":39,""acceptances_count"":9,""lines_suggested"":197,""lines_accepted"":20,""active_users"":2},{""language"":""text"",""editor"":""neovim"",""suggestions_count"":14,""acceptances_count"":0,""lines_suggested"":32,""lines_accepted"":0,""active_users"":1}]"
2024-04-06,5345,1476,10927,2433,32,0,0,0,"[{""language"":""aspnetcorerazor"",""editor"":""vscode"",""suggestions_count"":3,""acceptances_count"":1,""lines_suggested"":3,""lines_accepted"":1,""active_users"":2},{""language"":""git-commit"",""editor"":""vscode"",""suggestions_count"":14,""acceptances_count"":0,""lines_suggested"":16,""lines_accepted"":0,""active_users"":1},{""language"":""github-actions-workflow"",""editor"":""vscode"",""suggestions_count"":8,""acceptances_count"":0,""lines_suggested"":9,""lines_accepted"":0,""active_users"":1},{""language"":""jade"",""editor"":""vscode"",""suggestions_count"":14,""acceptances_count"":0,""lines_suggested"":18,""lines_accepted"":0,""active_users"":1},{""language"":""pip-requirements"",""editor"":""vscode"",""suggestions_count"":3,""acceptances_count"":0,""lines_suggested"":3,""lines_accepted"":0,""active_users"":1},{""language"":""postgres"",""editor"":""vscode"",""suggestions_count"":4,""acceptances_count"":0,""lines_suggested"":8,""lines_accepted"":0,""active_users"":1},{""language"":""typescriptreact"",""editor"":""vscode"",""suggestions_count"":253,""acceptances_count"":69,""lines_suggested"":401,""lines_accepted"":100,""active_users"":5},{""language"":""shell"",""editor"":""vscode"",""suggestions_count"":16,""acceptances_count"":2,""lines_suggested"":17,""lines_accepted"":2,""active_users"":2},{""language"":""javascript"",""editor"":""vscode"",""suggestions_count"":362,""acceptances_count"":120,""lines_suggested"":621,""lines_accepted"":213,""active_users"":8},{""language"":""ruby"",""editor"":""vscode"",""suggestions_count"":7,""acceptances_count"":0,""lines_suggested"":7,""lines_accepted"":0,""active_users"":1},{""language"":""python"",""editor"":""vscode"",""suggestions_count"":743,""acceptances_count"":330,""lines_suggested"":1162,""lines_accepted"":590,""active_users"":9},{""language"":""java"",""editor"":""vscode"",""suggestions_count"":93,""acceptances_count"":52,""lines_suggested"":272,""lines_accepted"":137,""active_users"":2},{""language"":""r"",""editor"":""vscode"",""suggestions_count"":75,""acceptances_count"":8,""lines_suggested"":160,""lines_accepted"":12,""active_users"":2},{""language"":""go"",""editor"":""vscode"",""suggestions_count"":112,""acceptances_count"":42,""lines_suggested"":151,""lines_accepted"":50,""active_users"":3},{""language"":""c#"",""editor"":""vscode"",""suggestions_count"":47,""acceptances_count"":15,""lines_suggested"":68,""lines_accepted"":26,""active_users"":2},{""language"":""typescript"",""editor"":""vscode"",""suggestions_count"":664,""acceptances_count"":192,""lines_suggested"":1062,""lines_accepted"":340,""active_users"":7},{""language"":""css"",""editor"":""vscode"",""suggestions_count"":89,""acceptances_count"":10,""lines_suggested"":179,""lines_accepted"":23,""active_users"":3},{""language"":""markdown"",""editor"":""vscode"",""suggestions_count"":1997,""acceptances_count"":431,""lines_suggested"":3031,""lines_accepted"":479,""active_users"":5},{""language"":""sql"",""editor"":""vscode"",""suggestions_count"":7,""acceptances_count"":1,""lines_suggested"":10,""lines_accepted"":1,""active_users"":2},{""language"":""nix"",""editor"":""vscode"",""suggestions_count"":12,""acceptances_count"":1,""lines_suggested"":28,""lines_accepted"":1,""active_users"":2},{""language"":""html"",""editor"":""vscode"",""suggestions_count"":18,""acceptances_count"":2,""lines_suggested"":92,""lines_accepted"":8,""active_users"":3},{""language"":""json"",""editor"":""vscode"",""suggestions_count"":9,""acceptances_count"":0,""lines_suggested"":13,""lines_accepted"":0,""active_users"":1},{""language"":""scss"",""editor"":""vscode"",""suggestions_count"":13,""acceptances_count"":2,""lines_suggested"":16,""lines_accepted"":2,""active_users"":2},{""language"":""text"",""editor"":""vscode"",""suggestions_count"":276,""acceptances_count"":55,""lines_suggested"":579,""lines_accepted"":86,""active_users"":3},{""language"":""yaml"",""editor"":""vscode"",""suggestions_count"":11,""acceptances_count"":5,""lines_suggested"":28,""lines_accepted"":15,""active_users"":3},{""language"":""dotenv"",""editor"":""vscode"",""suggestions_count"":1,""acceptances_count"":0,""lines_suggested"":1,""lines_accepted"":0,""active_users"":1},{""language"":""fsharp"",""editor"":""visual_studio"",""suggestions_count"":37,""acceptances_count"":10,""lines_suggested"":62,""lines_accepted"":16,""active_users"":2},{""language"":""c#"",""editor"":""visual_studio"",""suggestions_count"":56,""acceptances_count"":21,""lines_suggested"":97,""lines_accepted"":40,""active_users"":3},{""language"":""json"",""editor"":""visual_studio"",""suggestions_count"":8,""acceptances_count"":3,""lines_suggested"":8,""lines_accepted"":3,""active_users"":2},{""language"":""blazor"",""editor"":""jetbrains"",""suggestions_count"":17,""acceptances_count"":1,""lines_suggested"":37,""lines_accepted"":1,""active_users"":2},{""language"":""java"",""editor"":""jetbrains"",""suggestions_count"":62,""acceptances_count"":8,""lines_suggested"":113,""lines_accepted"":21,""active_users"":2},{""language"":""sshconfig"",""editor"":""vim"",""suggestions_count"":7,""acceptances_count"":0,""lines_suggested"":30,""lines_accepted"":0,""active_users"":1},{""language"":""rust"",""editor"":""neovim"",""suggestions_count"":245,""acceptances_count"":64,""lines_suggested"":1624,""lines_accepted"":161,""active_users"":2},{""language"":""html"",""editor"":""neovim"",""suggestions_count"":62,""acceptances_count"":31,""lines_suggested"":1001,""lines_accepted"":105,""active_users"":2}]"
2024-04-07,6539,1901,13533,3611,38,0,0,0,"[{""language"":""fsharp"",""editor"":""vscode"",""suggestions_count"":74,""acceptances_count"":34,""lines_suggested"":199,""lines_accepted"":61,""active_users"":2},{""language"":""git-commit"",""editor"":""vscode"",""suggestions_count"":10,""acceptances_count"":1,""lines_suggested"":10,""lines_accepted"":1,""active_users"":2},{""language"":""github-actions-workflow"",""editor"":""vscode"",""suggestions_count"":12,""acceptances_count"":5,""lines_suggested"":31,""lines_accepted"":21,""active_users"":2},{""language"":""jade"",""editor"":""vscode"",""suggestions_count"":135,""acceptances_count"":56,""lines_suggested"":235,""lines_accepted"":103,""active_users"":2},{""language"":""nunjucks"",""editor"":""vscode"",""suggestions_count"":1,""acceptances_count"":0,""lines_suggested"":1,""lines_accepted"":0,""active_users"":1},{""language"":""postgres"",""editor"":""vscode"",""suggestions_count"":31,""acceptances_count"":0,""lines_suggested"":80,""lines_accepted"":0,""active_users"":1},{""language"":""rmd"",""editor"":""vscode"",""suggestions_count"":38,""acceptances_count"":1,""lines_suggested"":44,""lines_accepted"":1,""active_users"":2},{""language"":""typescriptreact"",""editor"":""vscode"",""suggestions_count"":675,""acceptances_count"":196,""lines_suggested"":1127,""lines_accepted"":343,""active_users"":9},{""language"":""shell"",""editor"":""vscode"",""suggestions_count"":8,""acceptances_count"":1,""lines_suggested"":8,""lines_accepted"":1,""active_users"":2},{""language"":""javascript"",""editor"":""vscode"",""suggestions_count"":397,""acceptances_count"":122,""lines_suggested"":599,""lines_accepted"":212,""active_users"":5},{""language"":""python"",""editor"":""vscode"",""suggestions_count"":1173,""acceptances_count"":410,""lines_suggested"":1907,""lines_accepted"":712,""active_users"":6},{""language"":""java"",""editor"":""vscode"",""suggestions_count"":110,""acceptances_count"":24,""lines_suggested"":431,""lines_accepted"":151,""active_users"":3},{""language"":""groovy"",""editor"":""vscode"",""suggestions_count"":14,""acceptances_count"":10,""lines_suggested"":14,""lines_accepted"":10,""active_users"":2},{""language"":""r"",""editor"":""vscode"",""suggestions_count"":57,""acceptances_count"":1,""lines_suggested"":157,""lines_accepted"":1,""active_users"":2},{""language"":""go"",""editor"":""vscode"",""suggestions_count"":36,""acceptances_count"":8,""lines_suggested"":43,""lines_accepted"":8,""active_users"":2},{""language"":""c#"",""editor"":""vscode"",""suggestions_count"":188,""acceptances_count"":76,""lines_suggested"":450,""lines_accepted"":112,""active_users"":2},{""language"":""xml"",""editor"":""vscode"",""suggestions_count"":25,""acceptances_count"":9,""lines_suggested"":75,""lines_accepted"":31,""active_users"":2},{""language"":""typescript"",""editor"":""vscode"",""suggestions_count"":411,""acceptances_count"":129,""lines_suggested"":1053,""lines_accepted"":393,""active_users"":6},{""language"":""css"",""editor"":""vscode"",""suggestions_count"":76,""acceptances_count"":12,""lines_suggested"":191,""lines_accepted"":25,""active_users"":5},{""language"":""markdown"",""editor"":""vscode"",""suggestions_count"":1697,""acceptances_count"":373,""lines_suggested"":2804,""lines_accepted"":453,""active_users"":5},{""language"":""html"",""editor"":""vscode"",""suggestions_count"":39,""acceptances_count"":19,""lines_suggested"":42,""lines_accepted"":19,""active_users"":3},{""language"":""json"",""editor"":""vscode"",""suggestions_count"":26,""acceptances_count"":0,""lines_suggested"":29,""lines_accepted"":0,""active_users"":1},{""language"":""scss"",""editor"":""vscode"",""suggestions_count"":90,""acceptances_count"":16,""lines_suggested"":149,""lines_accepted"":28,""active_users"":2},{""language"":""text"",""editor"":""vscode"",""suggestions_count"":146,""acceptances_count"":17,""lines_suggested"":212,""lines_accepted"":17,""active_users"":2},{""language"":""yaml"",""editor"":""vscode"",""suggestions_count"":53,""acceptances_count"":16,""lines_suggested"":174,""lines_accepted"":31,""active_users"":3},{""language"":""json with comments"",""editor"":""vscode"",""suggestions_count"":7,""acceptances_count"":0,""lines_suggested"":77,""lines_accepted"":0,""active_users"":1},{""language"":""ignore list"",""editor"":""vscode"",""suggestions_count"":1,""acceptances_count"":0,""lines_suggested"":1,""lines_accepted"":0,""active_users"":1},{""language"":""astro"",""editor"":""vscode"",""suggestions_count"":23,""acceptances_count"":4,""lines_suggested"":30,""lines_accepted"":6,""active_users"":2},{""language"":""fsharp"",""editor"":""visual_studio"",""suggestions_count"":67,""acceptances_count"":21,""lines_suggested"":195,""lines_accepted"":73,""active_users"":2},{""language"":""json"",""editor"":""visual_studio"",""suggestions_count"":41,""acceptances_count"":8,""lines_suggested"":132,""lines_accepted"":17,""active_users"":2},{""language"":""text"",""editor"":""visual_studio"",""suggestions_count"":104,""acceptances_count"":26,""lines_suggested"":125,""lines_accepted"":39,""active_users"":2},{""language"":""shell"",""editor"":""jetbrains"",""suggestions_count"":97,""acceptances_count"":30,""lines_suggested"":160,""lines_accepted"":52,""active_users"":2},{""language"":""java"",""editor"":""jetbrains"",""suggestions_count"":34,""acceptances_count"":12,""lines_suggested"":54,""lines_accepted"":26,""active_users"":2},{""language"":""plm"",""editor"":""vim"",""suggestions_count"":4,""acceptances_count"":0,""lines_suggested"":5,""lines_accepted"":0,""active_users"":1},{""language"":""sshconfig"",""editor"":""vim"",""suggestions_count"":1,""acceptances_count"":0,""lines_suggested"":1,""lines_accepted"":0,""active_users"":1},{""language"":""shell"",""editor"":""vim"",""suggestions_count"":15,""acceptances_count"":2,""lines_suggested"":29,""lines_accepted"":2,""active_users"":2},{""language"":""rust"",""editor"":""neovim"",""suggestions_count"":278,""acceptances_count"":79,""lines_suggested"":1108,""lines_accepted"":207,""active_users"":2},{""language"":""css"",""editor"":""neovim"",""suggestions_count"":27,""acceptances_count"":4,""lines_suggested"":144,""lines_accepted"":7,""active_users"":2},{""language"":""html"",""editor"":""neovim"",""suggestions_count"":318,""acceptances_count"":179,""lines_suggested"":1407,""lines_accepted"":448,""active_users"":2}]"
